10,0.000015,0 
10,0.000001,0 
10,0.000000,0 
10,0.000001,0 
10,0.000000,0 
10,0.000001,0 
10,0.000000,0 
10,0.000000,0 
10,0.000000,0 
10,0.000000,0 
1010,0.000007,0 
1010,0.000007,0 
1010,0.000007,0 
1010,0.000007,0 
1010,0.000007,0 
1010,0.000007,0 
1010,0.000007,0 
1010,0.000007,0 
1010,0.000007,0 
1010,0.000007,0 
2010,0.000014,0 
2010,0.000013,0 
2010,0.000014,0 
2010,0.000014,0 
2010,0.000014,0 
2010,0.000014,0 
2010,0.000014,0 
2010,0.000014,0 
2010,0.000014,0 
2010,0.000014,0 
3010,0.000020,0 
3010,0.000020,0 
3010,0.000021,0 
3010,0.000021,0 
3010,0.000021,0 
3010,0.000021,0 
3010,0.000020,0 
3010,0.000021,0 
3010,0.000021,0 
3010,0.000022,0 
4010,0.000028,0 
4010,0.000029,0 
4010,0.000028,0 
4010,0.000028,0 
4010,0.000028,0 
4010,0.000028,0 
4010,0.000029,0 
4010,0.000053,0 
4010,0.000017,0 
4010,0.000018,0 
5010,0.000022,0 
5010,0.000022,0 
5010,0.000021,0 
5010,0.000021,0 
5010,0.000021,0 
5010,0.000020,0 
5010,0.000021,0 
5010,0.000022,0 
5010,0.000021,0 
5010,0.000021,0 
6010,0.000026,0 
6010,0.000018,0 
6010,0.000043,0 
6010,0.000023,0 
6010,0.000023,0 
6010,0.000019,0 
6010,0.000020,0 
6010,0.000023,0 
6010,0.000024,0 
6010,0.000019,0 
7010,0.000021,0 
7010,0.000025,0 
7010,0.000021,0 
7010,0.000020,0 
7010,0.000021,0 
7010,0.000021,0 
7010,0.000021,0 
7010,0.000017,0 
7010,0.000016,0 
7010,0.000027,0 
8010,0.000021,0 
8010,0.000018,0 
8010,0.000019,0 
8010,0.000018,0 
8010,0.000019,0 
8010,0.000019,0 
8010,0.000018,0 
8010,0.000018,0 
8010,0.000018,0 
8010,0.000018,0 
9010,0.000021,0 
9010,0.000032,0 
9010,0.000021,0 
9010,0.000020,0 
9010,0.000021,0 
9010,0.000021,0 
9010,0.000069,0 
9010,0.000061,0 
9010,0.000023,0 
9010,0.000018,0 
10010,0.000019,0 
10010,0.000027,0 
10010,0.000042,0 
10010,0.000039,0 
10010,0.000049,0 
10010,0.000053,0 
10010,0.000102,0 
10010,0.000092,0 
10010,0.000116,0 
10010,0.000075,0 
11010,0.000074,0 
11010,0.000023,0 
11010,0.000080,0 
11010,0.000027,0 
11010,0.000021,0 
11010,0.000025,0 
11010,0.000024,0 
11010,0.000020,0 
11010,0.000028,0 
11010,0.000020,0 
12010,0.000022,0 
12010,0.000027,0 
12010,0.000027,0 
12010,0.000021,0 
12010,0.000021,0 
12010,0.000021,0 
12010,0.000021,0 
12010,0.000082,0 
12010,0.000088,0 
12010,0.000026,0 
13010,0.000037,0 
13010,0.000059,0 
13010,0.000023,0 
13010,0.000023,0 
13010,0.000023,0 
13010,0.000024,0 
13010,0.000026,0 
13010,0.000023,0 
13010,0.000024,0 
13010,0.000025,0 
14010,0.000025,0 
14010,0.000027,0 
14010,0.000026,0 
14010,0.000024,0 
14010,0.000023,0 
14010,0.000024,0 
14010,0.000032,0 
14010,0.000025,0 
14010,0.000023,0 
14010,0.000024,0 
15010,0.000026,0 
15010,0.000026,0 
15010,0.000028,0 
15010,0.000029,0 
15010,0.000028,0 
15010,0.000028,0 
15010,0.000043,0 
15010,0.000027,0 
15010,0.000157,0 
15010,0.000123,0 
16010,0.000044,0 
16010,0.000040,0 
16010,0.000044,0 
16010,0.000029,0 
16010,0.000029,0 
16010,0.000028,0 
16010,0.000153,0 
16010,0.000114,0 
16010,0.000044,0 
16010,0.000114,0 
17010,0.000120,0 
17010,0.000148,0 
17010,0.000113,0 
17010,0.000108,0 
17010,0.000115,0 
17010,0.000094,0 
17010,0.000029,0 
17010,0.000029,0 
17010,0.000029,0 
17010,0.000029,0 
18010,0.000032,0 
18010,0.000030,0 
18010,0.000030,0 
18010,0.000031,0 
18010,0.000030,0 
18010,0.000152,0 
18010,0.000150,0 
18010,0.000069,0 
18010,0.000032,0 
18010,0.000030,0 
19010,0.000032,0 
19010,0.000032,0 
19010,0.000033,0 
19010,0.000032,0 
19010,0.000034,0 
19010,0.000041,0 
19010,0.000150,0 
19010,0.000134,0 
19010,0.000139,0 
19010,0.000240,0 
10,0.000009,1
10,0.000001,1
10,0.000001,1
10,0.000000,1
10,0.000000,1
10,0.000000,1
10,0.000001,1
10,0.000000,1
10,0.000001,1
10,0.000000,1
1010,0.004172,1
1010,0.001868,1
1010,0.001799,1
1010,0.002113,1
1010,0.002815,1
1010,0.001788,1
1010,0.001788,1
1010,0.004841,1
1010,0.003450,1
1010,0.001873,1
2010,0.007032,1
2010,0.007092,1
2010,0.007141,1
2010,0.007053,1
2010,0.007070,1
2010,0.007068,1
2010,0.006994,1
2010,0.007018,1
2010,0.010686,1
2010,0.007124,1
3010,0.015454,1
3010,0.015498,1
3010,0.015863,1
3010,0.015455,1
3010,0.015455,1
3010,0.015459,1
3010,0.015454,1
3010,0.015472,1
3010,0.015457,1
3010,0.015486,1
4010,0.027421,1
4010,0.027406,1
4010,0.027397,1
4010,0.027434,1
4010,0.027404,1
4010,0.027855,1
4010,0.027404,1
4010,0.027404,1
4010,0.027397,1
4010,0.027420,1
5010,0.042716,1
5010,0.042779,1
5010,0.042739,1
5010,0.042701,1
5010,0.042751,1
5010,0.042769,1
5010,0.042723,1
5010,0.042755,1
5010,0.042755,1
5010,0.042710,1
6010,0.061521,1
6010,0.061479,1
6010,0.061522,1
6010,0.061500,1
6010,0.061522,1
6010,0.061488,1
6010,0.061500,1
6010,0.061474,1
6010,0.061491,1
6010,0.061475,1
7010,0.083697,1
7010,0.083665,1
7010,0.083606,1
7010,0.084101,1
7010,0.083668,1
7010,0.083671,1
7010,0.083670,1
7010,0.083627,1
7010,0.083619,1
7010,0.083627,1
8010,0.109171,1
8010,0.109219,1
8010,0.109164,1
8010,0.109593,1
8010,0.109182,1
8010,0.109202,1
8010,0.109187,1
8010,0.109175,1
8010,0.109147,1
8010,0.109576,1
9010,0.138135,1
9010,0.138150,1
9010,0.138094,1
9010,0.138134,1
9010,0.138141,1
9010,0.138124,1
9010,0.138180,1
9010,0.138109,1
9010,0.138119,1
9010,0.138138,1
10010,0.170508,1
10010,0.170537,1
10010,0.170931,1
10010,0.170478,1
10010,0.170474,1
10010,0.170452,1
10010,0.170504,1
10010,0.170496,1
10010,0.170508,1
10010,0.170423,1
11010,0.206242,1
11010,0.206525,1
11010,0.206252,1
11010,0.206211,1
11010,0.206285,1
11010,0.206230,1
11010,0.206550,1
11010,0.206244,1
11010,0.206344,1
11010,0.206273,1
12010,0.245742,1
12010,0.245341,1
12010,0.245580,1
12010,0.245827,1
12010,0.245365,1
12010,0.245703,1
12010,0.245344,1
12010,0.245386,1
12010,0.245385,1
12010,0.245707,1
13010,0.288003,1
13010,0.287944,1
13010,0.287970,1
13010,0.287901,1
13010,0.287812,1
13010,0.288004,1
13010,0.287895,1
13010,0.287984,1
13010,0.287905,1
13010,0.288325,1
14010,0.354076,1
14010,0.339165,1
14010,0.333995,1
14010,0.397298,1
14010,0.333900,1
14010,0.363047,1
14010,0.333941,1
14010,0.333860,1
14010,0.333974,1
14010,0.334059,1
15010,0.383401,1
15010,0.383383,1
15010,0.383285,1
15010,0.426699,1
15010,0.432485,1
15010,0.389415,1
15010,0.387617,1
15010,0.384430,1
15010,0.383447,1
15010,0.386938,1
16010,0.440185,1
16010,0.440318,1
16010,0.440567,1
16010,0.439215,1
16010,0.441447,1
16010,0.440632,1
16010,0.440230,1
16010,0.439862,1
16010,0.440378,1
16010,0.440347,1
17010,0.496408,1
17010,0.496594,1
17010,0.496762,1
17010,0.496715,1
17010,0.496445,1
17010,0.496508,1
17010,0.497113,1
17010,0.496873,1
17010,0.496651,1
17010,0.500678,1
18010,0.556762,1
18010,0.694121,1
18010,0.770795,1
18010,0.700767,1
18010,0.568240,1
18010,0.556495,1
18010,0.556877,1
18010,0.556089,1
18010,0.555976,1
18010,0.560021,1
19010,0.621121,1
19010,0.618934,1
19010,0.619290,1
19010,0.618869,1
19010,0.619293,1
19010,0.619189,1
19010,0.619448,1
19010,0.618929,1
19010,0.621759,1
19010,0.618833,1

19910,0.674571,1
